,size,average,upper,lower
0,1000,0.0,,
1,10000,0.0,,
2,100000,0.005300000000000001,0.006470604099492904,0.004129395900507099
3,200000,0.011750000000000002,0.013101521900610607,0.010398478099389395
4,400000,0.022625000000000003,0.02378783704448306,0.021462162955516947
5,600000,0.032483333333333336,0.035525846208475584,0.029440820458191085
6,800000,0.0431875,0.04494545411926649,0.041429545880733505
7,1000000,0.05302,0.05424602518346922,0.05179397481653077
