,size,average,upper,lower
0,1000,0.0,,
1,10000,0.007000000000000001,0.010455502144049044,0.0035444978559509574
2,100000,0.0746,0.0780751917743197,0.0711248082256803
3,200000,0.14755000000000001,0.15289380599844302,0.142206194001557
4,400000,0.2933,0.29771201200531977,0.2888879879946802
5,600000,0.4421833333333333,0.448151644616924,0.4362150220497426
6,800000,0.584,0.5879873973688882,0.5800126026311119
7,1000000,0.7329399999999999,0.7391181882460689,0.7267618117539311
